3	4	1	2	6	32	
20000	1	0	0	0	0	
20000	1	0	0	0	0	
20000	1	0	0	0	0	
8000	1	0	790	0	1	
8000	1	0	790	0	1	
8000	1	0	790	0	1	
8000	1	0	790	0	1	
2600	3750	999999	0	0	0	
3140	4060	999999	0	0	0	
2830	4060	999999	0	0	0	
2600	3750	0	0	0	0	
3140	4060	0	0	0	0	
2830	4060	0	0	0	0	
2850	4540	0	0	0	0	
3130	4740	0	0	0	0	
2970	4340	0	0	0	0	
2980	4270	700	488	212	0	
3090	4450	400	277	123	0	
3070	4640	400	264	136	0	
3360	4750	1200	848	352	0	
3200	4390	40	29	11	0	
3210	4370	80	58	22	0	
3220	4370	2000	1473	527	0	
3230	4330	900	671	229	0	
3240	4330	600	448	152	0	
3230	4290	750	564	186	0	
3140	4350	1500	1082	418	0	
3110	4420	150	105	45	0	
3040	4270	250	177	73	0	
2930	4210	1600	1113	487	0	
2960	4180	450	318	132	0	
2610	3840	700	475	225	0	
2970	4100	550	398	152	0	
3150	4070	650	503	147	0	
3140	4060	200	154	46	0	
3210	3910	400	328	72	0	
3210	3980	300	241	59	0	
3140	3940	1300	1036	264	0	
3130	3780	700	579	121	0	
3040	3820	750	596	154	0	
2950	4020	1400	1027	373	0	
2830	4060	4000	2788	1212	0	
2790	3990	600	419	181	0	
2710	4010	1000	675	325	0	
2640	4140	500	318	182	0	
2770	4390	2500	1577	923	0	
2900	4340	1700	1135	565	0	
3190	4330	1100	810	290	0	
