3	4	1	2	4	21	
15000	1	0	0	0	0	
15000	1	0	0	0	0	
15000	1	0	0	0	0	
6000	1	0	610	0	1	
6000	1	0	610	0	1	
6000	1	0	610	0	1	
6000	1	0	610	0	1	
1250	1750	999999	0	0	0	
1290	2140	999999	0	0	0	
1410	2060	999999	0	0	0	
1250	1750	0	0	0	0	
1290	2140	0	0	0	0	
1410	2060	0	0	0	0	
1460	2340	0	0	0	0	
1510	2640	1100	629	471	0	
1590	2610	700	426	274	0	
1300	2540	800	409	391	0	
1280	2520	1400	711	689	0	
1630	2470	2100	1385	715	0	
1460	2460	400	237	163	0	
1610	2420	800	532	268	0	
1420	2390	100	59	41	0	
1630	2360	500	345	155	0	
1480	2320	600	382	218	0	
1280	2310	1200	664	536	0	
1560	2170	1300	934	366	0	
1290	2140	1300	783	517	0	
1460	2080	300	210	90	0	
1640	2080	900	709	191	0	
1410	2060	2100	1437	663	0	
1470	1930	1000	761	239	0	
1640	1930	900	764	136	0	
1290	1890	2500	1706	794	0	
1550	1850	1800	1508	292	0	
1390	1820	700	534	166	0	
