5	30	1	10	20	200	
1033	1	0	0	0	0	
1033	1	0	0	0	0	
1033	1	0	0	0	0	
1033	1	0	0	0	0	
1033	1	0	0	0	0	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
150	1	0	270	0	1	
670	670	999999	0	0	0	
90	360	999999	0	0	0	
390	460	999999	0	0	0	
460	200	999999	0	0	0	
420	80	999999	0	0	0	
410	30	999999	0	0	0	
470	60	999999	0	0	0	
330	370	999999	0	0	0	
250	240	999999	0	0	0	
100	20	999999	0	0	0	
120	460	999999	0	0	0	
670	670	0	0	0	0	
90	360	0	0	0	0	
390	460	0	0	0	0	
460	200	0	0	0	0	
420	80	0	0	0	0	
410	30	0	0	0	0	
470	60	0	0	0	0	
330	370	0	0	0	0	
250	240	0	0	0	0	
100	20	0	0	0	0	
120	460	0	0	0	0	
270	490	0	0	0	0	
340	130	0	0	0	0	
190	430	0	0	0	0	
100	230	0	0	0	0	
30	240	0	0	0	0	
320	280	0	0	0	0	
260	70	0	0	0	0	
170	300	0	0	0	0	
60	70	0	0	0	0	
180	40	16	3	13	0	
490	450	16	14	2	0	
140	40	11	3	8	0	
250	170	15	10	5	0	
100	10	14	1	13	0	
100	280	12	4	8	0	
500	120	19	4	15	0	
460	490	13	12	1	0	
420	160	18	6	12	0	
390	500	17	13	4	0	
110	230	19	9	10	0	
500	120	14	3	11	0	
320	120	11	4	7	0	
430	500	20	17	3	0	
100	80	15	12	3	0	
490	370	12	9	3	0	
230	80	16	5	11	0	
180	280	19	12	7	0	
350	420	15	12	3	0	
60	390	11	1	10	0	
50	120	12	5	7	0	
500	480	14	13	1	0	
390	360	12	11	1	0	
220	30	14	1	13	0	
200	140	13	9	4	0	
410	470	10	8	2	0	
80	360	20	4	16	0	
30	230	11	1	10	0	
440	240	20	10	10	0	
260	40	19	2	17	0	
90	200	14	6	8	0	
180	410	13	5	8	0	
50	340	13	1	12	0	
120	130	16	14	2	0	
250	30	20	2	18	0	
280	30	20	2	18	0	
280	220	17	13	4	0	
20	100	20	4	16	0	
180	10	18	1	17	0	
500	170	13	4	9	0	
160	170	19	17	2	0	
480	80	11	1	10	0	
170	470	15	5	10	0	
40	120	16	5	11	0	
70	210	19	6	13	0	
430	430	12	12	0	0	
500	160	14	4	10	0	
400	110	18	4	14	0	
160	370	14	6	8	0	
300	160	13	6	7	0	
