3	75	1	5	7	75	
560	1	0	0	0	0	
560	1	0	0	0	0	
560	1	0	0	0	0	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
140	1	0	650	0	1	
10	10	999999	0	0	0	
670	410	999999	0	0	0	
100	700	999999	0	0	0	
60	250	999999	0	0	0	
640	40	999999	0	0	0	
570	720	999999	0	0	0	
10	10	0	0	0	0	
670	410	0	0	0	0	
100	700	0	0	0	0	
60	250	0	0	0	0	
640	40	0	0	0	0	
570	720	0	0	0	0	
360	750	0	0	0	0	
220	220	18	18	0	0	
360	260	26	18	8	0	
210	450	11	5	6	0	
450	350	30	23	7	0	
550	200	21	7	14	0	
330	340	19	18	1	0	
500	500	15	15	0	0	
550	450	16	13	3	0	
260	590	29	12	17	0	
400	660	26	15	11	0	
550	650	37	31	6	0	
350	510	16	10	6	0	
620	350	12	6	6	0	
620	570	31	28	3	0	
620	240	8	3	5	0	
210	360	19	11	8	0	
330	440	20	15	5	0	
90	560	13	2	11	0	
620	480	15	11	4	0	
660	140	22	4	18	0	
440	130	28	8	20	0	
260	130	12	6	6	0	
110	280	6	2	4	0	
70	430	27	4	23	0	
170	640	14	3	11	0	
410	460	18	16	2	0	
550	340	17	10	7	0	
350	160	29	13	16	0	
520	260	13	6	7	0	
430	260	22	13	9	0	
310	760	25	10	15	0	
220	530	28	11	17	0	
260	290	27	24	3	0	
500	400	19	15	4	0	
550	500	10	9	1	0	
540	100	12	2	10	0	
600	150	14	3	11	0	
470	660	24	17	7	0	
300	600	16	8	8	0	
300	500	33	19	14	0	
120	170	15	10	5	0	
150	140	11	10	1	0	
160	190	18	15	3	0	
210	480	17	7	10	0	
500	300	21	12	9	0	
510	420	27	22	5	0	
500	150	19	5	14	0	
480	210	20	8	12	0	
120	380	5	1	4	0	
150	560	22	5	17	0	
290	390	12	8	4	0	
540	380	19	13	6	0	
550	570	22	21	1	0	
670	410	16	9	7	0	
100	700	7	1	6	0	
60	250	26	6	20	0	
650	270	14	5	9	0	
400	600	21	14	7	0	
700	640	24	21	3	0	
640	40	13	0	13	0	
360	60	15	2	13	0	
300	200	18	12	6	0	
200	300	11	7	4	0	
150	50	28	9	19	0	
500	700	9	6	3	0	
570	720	37	29	8	0	
450	420	30	28	2	0	
380	330	10	8	2	0	
500	40	8	0	8	0	
660	80	11	1	10	0	
590	50	3	0	3	0	
350	600	1	0	1	0	
270	240	6	5	1	0	
400	200	10	5	5	0	
400	370	20	18	2	0	
